0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,199.88,199.88,199.88,0.0003,0.0003
0.0003,0.0003,199.88,199.88,199.88,0.0003,0.0003
0.0003,0.0003,199.88,199.88,199.88,0.0003,0.0003
0.0003,0.0003,199.88,199.88,199.88,0.0003,0.0003
0.0003,0.0003,199.88,199.88,199.88,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
